image_id,hash,group_id,label,sun_azimuth_angle
train_03062.png,02c7bb7f599f107c9dc842ad079d5e04d16b9c4a1719316a2898330442a50ee8,71,1,270.05
train_06892.png,02c7bb7f599f107c9dc842ad079d5e04d16b9c4a1719316a2898330442a50ee8,71,0,317.11
train_00543.png,02c98a1a0d92109f35bfce16119b2a7da79643688ec8b165d13782cd366a0681,72,1,183.68
train_06905.png,02c98a1a0d92109f35bfce16119b2a7da79643688ec8b165d13782cd366a0681,72,0,313.47
train_00681.png,033e65bc472fe22cb21e7a494604ecc44ed5a2e34aa7e7b7521273f81c795982,82,1,295.6
train_02712.png,033e65bc472fe22cb21e7a494604ecc44ed5a2e34aa7e7b7521273f81c795982,82,0,263.81
train_00758.png,0397890883a7c87b0d7f5c066e1d5ec903c750ac5bbe905b8eface6563f8bf2b,88,1,181.18
train_06874.png,0397890883a7c87b0d7f5c066e1d5ec903c750ac5bbe905b8eface6563f8bf2b,88,0,309.17
train_02072.png,039ade76c25e6ef7222f4da4b7dad5ccb2794e7c039eef6bf6aaf0ba0d4492b3,90,1,303.47
train_04316.png,039ade76c25e6ef7222f4da4b7dad5ccb2794e7c039eef6bf6aaf0ba0d4492b3,90,0,358.64
train_05926.png,03e3fb7b69b247c2431052eba94ab173a59bad37a61cd193ef6836e974df1595,94,1,189.64
train_06973.png,03e3fb7b69b247c2431052eba94ab173a59bad37a61cd193ef6836e974df1595,94,0,13.45
train_04950.png,03f263a78e0b669379c6612c39434787c0ffee424d09ddf5d03221a214e24e1b,95,0,321.76
train_05067.png,03f263a78e0b669379c6612c39434787c0ffee424d09ddf5d03221a214e24e1b,95,1,110.55
train_03011.png,03fe8bfd825a1d87bf2b28c13c1696dcd41b15804a7d6798fcd0c4e46f5448a6,98,1,18.63
train_03585.png,03fe8bfd825a1d87bf2b28c13c1696dcd41b15804a7d6798fcd0c4e46f5448a6,98,0,306.22
train_00797.png,040ad73cc76f315d934cc0c90225d381889b3e5fb3e01c9797024d82453a665d,99,1,173.3
train_01555.png,040ad73cc76f315d934cc0c90225d381889b3e5fb3e01c9797024d82453a665d,99,0,319.4
train_03937.png,0450c3c293884788d5f14b52f58e91ee621d1031b3b7a7396312aa2cd0a536cf,105,0,316.66
train_07571.png,0450c3c293884788d5f14b52f58e91ee621d1031b3b7a7396312aa2cd0a536cf,105,1,338.07
train_00081.png,048c37320c4402462ab2995a7994770f83beeceebc71469f031e58f67d05807d,111,0,340.18
train_04985.png,048c37320c4402462ab2995a7994770f83beeceebc71469f031e58f67d05807d,111,1,44.95
train_01644.png,048e54a8fa3f566db50237fc5475b71133046e22883c96a4ea54dfcf7433f10c,112,0,303.29
train_04797.png,048e54a8fa3f566db50237fc5475b71133046e22883c96a4ea54dfcf7433f10c,112,1,168.98
train_05112.png,04a6f7bc787d2e72af47c99d8fb3df283dbaca36918a8a6605fb684853bd1977,114,0,253.77
train_07517.png,04a6f7bc787d2e72af47c99d8fb3df283dbaca36918a8a6605fb684853bd1977,114,1,7.44
train_00226.png,04bbf26ee374871955471eb56d7f43f86f110010da425358dc168647506bc69b,115,1,82.79
train_04657.png,04bbf26ee374871955471eb56d7f43f86f110010da425358dc168647506bc69b,115,0,277.2
train_00389.png,04fc52ddeba4af0eb33f240b1cee9ffbf3fa5960ec649e15e06385a985163db4,118,0,313.47
train_03759.png,04fc52ddeba4af0eb33f240b1cee9ffbf3fa5960ec649e15e06385a985163db4,118,1,77.83
train_00529.png,050595d37f96d6199d879d9417305d618cb47d9d99ba1339c543f2ea8149bdc3,119,1,197.4
train_05971.png,050595d37f96d6199d879d9417305d618cb47d9d99ba1339c543f2ea8149bdc3,119,0,349.94
train_06250.png,0527411f25466f649289a5c39b6396c9c15e887d0eaf863a18b81ec60b3bed2e,123,0,358.13
train_07584.png,0527411f25466f649289a5c39b6396c9c15e887d0eaf863a18b81ec60b3bed2e,123,1,245.87
train_00994.png,05397991cb20b32947f51c957b2e55463a8a8ba319f7907b2bb4273579b33846,124,1,316.16
train_02544.png,05397991cb20b32947f51c957b2e55463a8a8ba319f7907b2bb4273579b33846,124,0,294.05
train_03874.png,05cc7627a9a68f225827e2c7dd485d4a0efea7ab9cf757e13fec8a553e52f72f,139,1,297.7
train_04008.png,05cc7627a9a68f225827e2c7dd485d4a0efea7ab9cf757e13fec8a553e52f72f,139,0,287.97
train_06310.png,05dfa4e6421b0ad2ba87a9978ff48c8225af4e487201061639d729e123f333de,141,1,55.31
train_07167.png,05dfa4e6421b0ad2ba87a9978ff48c8225af4e487201061639d729e123f333de,141,0,287.11
train_03727.png,06b09e5939c28a3a3f1caea93075b316047e10320ccc893098cda64e35ff44a3,152,0,345.52
train_05347.png,06b09e5939c28a3a3f1caea93075b316047e10320ccc893098cda64e35ff44a3,152,1,61.03
train_01417.png,06c04f9e965a5235ec6d8a43e5eebcc6216087edf009f017f26684d29cb23c36,155,0,326.82
train_02137.png,06c04f9e965a5235ec6d8a43e5eebcc6216087edf009f017f26684d29cb23c36,155,1,74.17
train_02775.png,06efbc4d6dd2b3c5484859788e8a2e78bdb8b958a6f04989e952c14d8ae1fe1e,161,0,312.1
train_04390.png,06efbc4d6dd2b3c5484859788e8a2e78bdb8b958a6f04989e952c14d8ae1fe1e,161,1,328.24
train_01016.png,06f08a214d8ad21b6222f8c0dab8d2a5ad434bde8e2939c0342673933de33fc2,162,0,291.71
train_06870.png,06f08a214d8ad21b6222f8c0dab8d2a5ad434bde8e2939c0342673933de33fc2,162,1,110.32
train_01547.png,06fc109fb583d1674800bdfcd03f32d056421ce78e9e2cd7cc55acafa50cd35f,165,0,329.34
train_02913.png,06fc109fb583d1674800bdfcd03f32d056421ce78e9e2cd7cc55acafa50cd35f,165,1,136.33
train_01255.png,0705d0ccbe6aada548c1450a727c4794172dfae210c37c6f96697ec55409739e,166,1,20.03
train_03396.png,0705d0ccbe6aada548c1450a727c4794172dfae210c37c6f96697ec55409739e,166,0,354.28
train_02022.png,071424ab37a86eb494f77e55ed98f18a787752a9d10ba5a2c48a54062633606c,168,0,312.63
train_07755.png,071424ab37a86eb494f77e55ed98f18a787752a9d10ba5a2c48a54062633606c,168,1,79.8
train_01071.png,075827dd4dcf7ea1726405968e7b829bd66a89806534bf01f2f2e3fa418ee935,170,1,271.85
train_07181.png,075827dd4dcf7ea1726405968e7b829bd66a89806534bf01f2f2e3fa418ee935,170,0,32.9
train_03780.png,0781fc9ab17481222195185d61051bf37f1b1a207118ade1bb7d632739d2fe23,174,0,54.68
train_05947.png,0781fc9ab17481222195185d61051bf37f1b1a207118ade1bb7d632739d2fe23,174,1,283.03
train_04913.png,07a0d258864648ed20162942eeb81f7632ee6a4a55f5e15af5d8421092c20c1b,178,0,340.82
train_05306.png,07a0d258864648ed20162942eeb81f7632ee6a4a55f5e15af5d8421092c20c1b,178,1,53.87
train_02150.png,0852a195c57ac521621817e232e1d4dee2ced9b58470103fbfb65558c5da2ec6,191,1,169.47
train_05338.png,0852a195c57ac521621817e232e1d4dee2ced9b58470103fbfb65558c5da2ec6,191,0,331.03
train_02134.png,087314d5a80669cc5b8ad31cf7979f72da4074fd040eefb9547f4936a2da6546,194,0,201.51
train_03541.png,087314d5a80669cc5b8ad31cf7979f72da4074fd040eefb9547f4936a2da6546,194,1,43.78
train_06976.png,0873e33faafdc6fbefc39d2d6432ae876c8beb36bb4c2f1156a1159d07acc7d0,195,1,68.31
train_07694.png,0873e33faafdc6fbefc39d2d6432ae876c8beb36bb4c2f1156a1159d07acc7d0,195,0,233.82
train_04802.png,0883835bdc1948036f2f7fe415f408b388aa1cd830563a1090e56c1cb47936c7,197,0,108.44
train_06538.png,0883835bdc1948036f2f7fe415f408b388aa1cd830563a1090e56c1cb47936c7,197,1,50.41
train_07319.png,08a1e54f8f21f484c5dde3261706b29219b1b8a83854098d8e47fd0b174cab75,199,1,201.59
train_07655.png,08a1e54f8f21f484c5dde3261706b29219b1b8a83854098d8e47fd0b174cab75,199,0,329.91
train_01745.png,096da76a4f776be701e935bb874cfd36484f8a560a99120f1c74d551ca012fc2,210,0,305.03
train_04900.png,096da76a4f776be701e935bb874cfd36484f8a560a99120f1c74d551ca012fc2,210,1,296.36
train_06795.png,09a231c18757f0cb2c5077f0891701ea5e557b3528609cac6535411ad30652fd,214,1,266.34
train_06813.png,09a231c18757f0cb2c5077f0891701ea5e557b3528609cac6535411ad30652fd,214,0,308.86
train_03728.png,09d59b6d77d73e0c16ae10034a05d242b171b31d4f5455a7a9dd8a4161f106cf,222,1,204.18
train_07798.png,09d59b6d77d73e0c16ae10034a05d242b171b31d4f5455a7a9dd8a4161f106cf,222,0,333.76
train_01804.png,09dcf7826ef35de09a508bcb054933d545279e0c71f515f96d4e7bc675ae7a88,223,0,327.32
train_07200.png,09dcf7826ef35de09a508bcb054933d545279e0c71f515f96d4e7bc675ae7a88,223,1,103.66
train_01767.png,09f043831fe8ca932a0084038ff0145e5210ebaccc3ec291643d00fe59940dee,226,0,55.03
train_07072.png,09f043831fe8ca932a0084038ff0145e5210ebaccc3ec291643d00fe59940dee,226,1,231.04
train_03271.png,0a0209cdc46be733c2ee918bc5e80d7dc5b4af8341368310c911f102803972a4,229,1,272.52
train_04325.png,0a0209cdc46be733c2ee918bc5e80d7dc5b4af8341368310c911f102803972a4,229,0,349.75
train_01313.png,0a0534b446e6c646b3ca2789e85d3334327c8c95620b9c70c309691d01a50881,231,1,158.81
train_07372.png,0a0534b446e6c646b3ca2789e85d3334327c8c95620b9c70c309691d01a50881,231,0,139.67
train_05894.png,0a808d2ce6ea2eae84719010e953a158879521bcf2af07a2c0e1228d6198d83f,241,0,31.82
train_06205.png,0a808d2ce6ea2eae84719010e953a158879521bcf2af07a2c0e1228d6198d83f,241,1,316.2
train_02816.png,0a9257913dfbfb9f5bdad6a02e12bf16db1e897760fdf9be55aea183ace12d15,243,0,287.44
train_04049.png,0a9257913dfbfb9f5bdad6a02e12bf16db1e897760fdf9be55aea183ace12d15,243,1,115.09
train_03167.png,0a989dbe91e187a84ee312d21ad6036a5cb37c144dbba4cc731d3fb830cc72c7,244,0,358.43
train_03719.png,0a989dbe91e187a84ee312d21ad6036a5cb37c144dbba4cc731d3fb830cc72c7,244,1,9.37
train_00207.png,0aadfaac2858dd2ee9d6fd21c1116972e52854bac0c0575c424a6ae55d6a8651,248,0,179.63
train_02492.png,0aadfaac2858dd2ee9d6fd21c1116972e52854bac0c0575c424a6ae55d6a8651,248,1,38.52
train_00170.png,0afd541cd451d9107e098519aa885791fc08d7cfde91d37a4e4c9ce23d93143e,253,0,327.23
train_04515.png,0afd541cd451d9107e098519aa885791fc08d7cfde91d37a4e4c9ce23d93143e,253,1,177.92
train_04402.png,0b570b0855ff45b3d91661032933a3f53ef96f7a0e3929ffc6f4bd3b6d388ca3,257,0,274.93
train_05245.png,0b570b0855ff45b3d91661032933a3f53ef96f7a0e3929ffc6f4bd3b6d388ca3,257,1,100.8
train_05372.png,0b64c7518b5aaaa16f2bbfce06817733c05bd06f67586d100bad21696c5681d7,259,0,277.53
train_07335.png,0b64c7518b5aaaa16f2bbfce06817733c05bd06f67586d100bad21696c5681d7,259,1,162.39
train_01369.png,0b6f56825c7fb324855f3951bc287b884daaba5eaabbfd5e214c9eae98c4b1b7,260,1,245.45
train_06625.png,0b6f56825c7fb324855f3951bc287b884daaba5eaabbfd5e214c9eae98c4b1b7,260,0,344.92
train_00156.png,0b9ad7b28047a6589978b1103a57accd6cbaaf52e22c92b7f746e7ec02a46e87,265,0,305.45
train_04832.png,0b9ad7b28047a6589978b1103a57accd6cbaaf52e22c92b7f746e7ec02a46e87,265,1,20.17
train_06153.png,0c1483a4beb636f264ea93e556c75056a0d799bcb47e900594127b0885df1b65,277,1,17.05
train_07547.png,0c1483a4beb636f264ea93e556c75056a0d799bcb47e900594127b0885df1b65,277,0,312.14
train_00990.png,0c3f340b022eb207dbd4493c00927bc44bc0f2729d16dc6b5a711a3095212ecd,284,0,328.24
train_01779.png,0c3f340b022eb207dbd4493c00927bc44bc0f2729d16dc6b5a711a3095212ecd,284,1,69.9
train_03666.png,0c40a466539e7fb2db40a3311e76afdaa46fa791d7ccf0dd2ba3a10935794863,285,0,329.45
train_07613.png,0c40a466539e7fb2db40a3311e76afdaa46fa791d7ccf0dd2ba3a10935794863,285,1,284.35
train_00996.png,0c959de5e2d3cdaf42ebcbedc159f4821be7e04488f8b3542736022964b66dcb,292,0,292.64
train_06993.png,0c959de5e2d3cdaf42ebcbedc159f4821be7e04488f8b3542736022964b66dcb,292,1,129.27
train_01764.png,0d49c7578a3f71710b54e90e2db7dc51eceec1f4e671519c96155c9626b5cd5b,306,1,285.56
train_06303.png,0d49c7578a3f71710b54e90e2db7dc51eceec1f4e671519c96155c9626b5cd5b,306,0,326.2
train_00050.png,0d89c5b8e7f00ff1fc681fbf8624e8a69f7a982faa59a0903cbe223a31693f51,310,0,123.83
train_01017.png,0d89c5b8e7f00ff1fc681fbf8624e8a69f7a982faa59a0903cbe223a31693f51,310,1,219.41
train_04063.png,0d8aa5f0fdf88b218ae56bb6c45c758b23074ed9e0b33626d2068328ffb5ed12,311,0,358.42
train_04458.png,0d8aa5f0fdf88b218ae56bb6c45c758b23074ed9e0b33626d2068328ffb5ed12,311,1,212.4
train_00904.png,0dc60cc1c5eeddec8ff7537e58bac3e904bbf6e0599abf6f91300aaa08b9890a,316,1,244.62
train_07016.png,0dc60cc1c5eeddec8ff7537e58bac3e904bbf6e0599abf6f91300aaa08b9890a,316,0,354.24
train_01806.png,0e2d2e78a3951c28e2f9a5eecb7c4fcc669fe0d78960a5c72d8613dee2f91f0b,327,0,312.88
train_02663.png,0e2d2e78a3951c28e2f9a5eecb7c4fcc669fe0d78960a5c72d8613dee2f91f0b,327,1,26.94
train_01271.png,0e48eecd1608b32543d4fd9ecb02241e3726c26d85394904ad9de9eec7f33ce3,330,0,325.43
train_02855.png,0e48eecd1608b32543d4fd9ecb02241e3726c26d85394904ad9de9eec7f33ce3,330,1,293.12
train_00929.png,0e8e2aabe0f1c78d1966bf875d5e7541882dd35d2519b29f610d849ce4373b7a,335,1,95.37
train_05796.png,0e8e2aabe0f1c78d1966bf875d5e7541882dd35d2519b29f610d849ce4373b7a,335,0,291.17
train_02193.png,0ea40950140fd45b6731716c823ef145f79520b7edf2331be1a096fc8ef41353,338,0,327.88
train_03538.png,0ea40950140fd45b6731716c823ef145f79520b7edf2331be1a096fc8ef41353,338,1,161.12
train_02706.png,0f0d9b52ffa73eb80b363ed6ea66b1cf62b85273ba37cd8b6bfeb8b279466fd4,353,1,18.6
train_03036.png,0f0d9b52ffa73eb80b363ed6ea66b1cf62b85273ba37cd8b6bfeb8b279466fd4,353,0,350.31
train_00448.png,0f6ef791ba18301ebcb17d097fe24ead64febf94f0176cd012d1a07c18ff72ea,361,0,209.67
train_04614.png,0f6ef791ba18301ebcb17d097fe24ead64febf94f0176cd012d1a07c18ff72ea,361,1,236.24
train_03169.png,0fb0aaa86500a6592247ae6808923f8a03e773533f6ab4a41f8e5b7ba7a1f90a,367,1,307.97
train_06682.png,0fb0aaa86500a6592247ae6808923f8a03e773533f6ab4a41f8e5b7ba7a1f90a,367,0,291.43
train_03895.png,0fcc76da05c48d02675408811becb328bef3bb2dc9d906061321e5af14cb5bd7,370,0,347.63
train_05106.png,0fcc76da05c48d02675408811becb328bef3bb2dc9d906061321e5af14cb5bd7,370,1,72.0
train_04157.png,0fedbc6a9f2924796ea163151192f89fb30d2389b68b576442540ea98a2ec07b,371,0,303.18
train_05793.png,0fedbc6a9f2924796ea163151192f89fb30d2389b68b576442540ea98a2ec07b,371,1,256.54
train_02542.png,104259b1815d555ce6d53b323eed5264afc114ae97853e83fe57752de5db2a79,377,1,318.3
train_04544.png,104259b1815d555ce6d53b323eed5264afc114ae97853e83fe57752de5db2a79,377,0,351.98
train_02962.png,109cac752788ced0a018b973429a50b5a1eeb9b192bfdb14f0b26da892a2460f,385,0,281.48
train_07848.png,109cac752788ced0a018b973429a50b5a1eeb9b192bfdb14f0b26da892a2460f,385,1,131.0
train_05764.png,10bb3c228331aafbba888c64223c5c437ce2086602776a72307837ef8db14dbf,388,0,284.02
train_05782.png,10bb3c228331aafbba888c64223c5c437ce2086602776a72307837ef8db14dbf,388,1,162.48
train_01212.png,112c732b9b8208ab45889d784b6f6f5b0b87ab2af4a353c9f9b0d1c65b45769b,395,1,146.28
train_01274.png,112c732b9b8208ab45889d784b6f6f5b0b87ab2af4a353c9f9b0d1c65b45769b,395,0,355.17
train_01325.png,1131880f06fbc9e28a89fecdbd506dbbc25e6bcba5acec665a51c28f40b1d25b,396,0,359.01
train_07509.png,1131880f06fbc9e28a89fecdbd506dbbc25e6bcba5acec665a51c28f40b1d25b,396,1,310.42
train_01175.png,11a1e10eb8b978464d354518d602212b6398aa189e3538d901024d6a6a03e197,410,1,48.4
train_03035.png,11a1e10eb8b978464d354518d602212b6398aa189e3538d901024d6a6a03e197,410,0,339.38
train_00849.png,11a5d7ee2be614e7a635b19ba4cceba8bba9d64e7fad5e177b32ab5e7987df53,411,1,34.18
train_07310.png,11a5d7ee2be614e7a635b19ba4cceba8bba9d64e7fad5e177b32ab5e7987df53,411,0,197.95
train_05122.png,11eb9a859d482e5c154076bdada39e9468cdc5693ae112a4457aef87b5f5c862,417,0,334.45
train_07478.png,11eb9a859d482e5c154076bdada39e9468cdc5693ae112a4457aef87b5f5c862,417,1,178.02
train_00235.png,11eec725b07f59ed8da2c6a1cb2ae0fe625f17af61cc8ac03f4ac0cf459c6bc4,418,0,309.0
train_06989.png,11eec725b07f59ed8da2c6a1cb2ae0fe625f17af61cc8ac03f4ac0cf459c6bc4,418,1,37.28
train_06133.png,11f24571bb99333ac2c466035847d63af80012f39497d6eef27e020cfaf60cea,419,1,238.61
train_06517.png,11f24571bb99333ac2c466035847d63af80012f39497d6eef27e020cfaf60cea,419,0,95.8
train_01363.png,11fbfedd0abccb35844540da0dc2b148b1e0c22531c95b71a194c3994d65e697,421,0,316.17
train_01615.png,11fbfedd0abccb35844540da0dc2b148b1e0c22531c95b71a194c3994d65e697,421,1,22.41
train_01222.png,1258129f7f56f81d8f7937518d10a7b80c75cc3ceb253d8886028b253caa8b19,431,0,311.24
train_01691.png,1258129f7f56f81d8f7937518d10a7b80c75cc3ceb253d8886028b253caa8b19,431,1,197.32
train_04868.png,12832cae033ad0b7aa0e94b8466397963e64c4369634baa525cc0cf446f77b28,437,0,288.95
train_06690.png,12832cae033ad0b7aa0e94b8466397963e64c4369634baa525cc0cf446f77b28,437,1,345.16
train_01127.png,12c4d6648d6cfffc8fc87e22b745f0c804b8c9431fa3bc44e7a56ee21fc50486,443,1,35.9
train_04118.png,12c4d6648d6cfffc8fc87e22b745f0c804b8c9431fa3bc44e7a56ee21fc50486,443,0,26.73
train_01543.png,12db8fd47907b9f1ccd074c6543cc68b231e6ad8cb03b8d26d995883866e25b7,446,0,333.5
train_03117.png,12db8fd47907b9f1ccd074c6543cc68b231e6ad8cb03b8d26d995883866e25b7,446,1,77.01
train_04400.png,12ee54cef06666d1dd191e254bffdaca72e4df40e9ec3c59e1cb4054b9deb65c,449,1,294.29
train_05970.png,12ee54cef06666d1dd191e254bffdaca72e4df40e9ec3c59e1cb4054b9deb65c,449,0,271.74
train_00330.png,13069dfd4c92a58ef62efde3a2d51a07b57f587a595767bd3e88a28d588812ec,452,0,286.24
train_06996.png,13069dfd4c92a58ef62efde3a2d51a07b57f587a595767bd3e88a28d588812ec,452,1,287.3
train_03549.png,136760c2020b0adf71393d0a503f77cb44b6deef923b59edea0005badcae0c8a,461,0,306.51
train_07412.png,136760c2020b0adf71393d0a503f77cb44b6deef923b59edea0005badcae0c8a,461,1,352.59
train_03031.png,1449facef698506e1292082a6ef0e53cb18eef1cff4c3d964eb326ef74a27742,475,0,335.72
train_05283.png,1449facef698506e1292082a6ef0e53cb18eef1cff4c3d964eb326ef74a27742,475,1,176.98
train_04734.png,14758257a311344554f3e9eac8f1c4a152270a888e0a00d86863402941acf901,478,0,280.99
train_06444.png,14758257a311344554f3e9eac8f1c4a152270a888e0a00d86863402941acf901,478,1,9.95
train_03677.png,14830e247b4f61d0c47a9d61b24cc654eede9ad71f48e779de5d94165453c29a,479,0,345.51
train_06104.png,14830e247b4f61d0c47a9d61b24cc654eede9ad71f48e779de5d94165453c29a,479,1,359.97
train_04329.png,14baef3eb0dfe7280d75d9ad69b716ff2c3962e986a2aaf1de58c1eef00567dc,482,1,111.34
train_05340.png,14baef3eb0dfe7280d75d9ad69b716ff2c3962e986a2aaf1de58c1eef00567dc,482,0,321.31
train_05052.png,14bc077a175b504c26390ce611875a74956e3a94976c50c65d31fa1f5289d091,483,1,92.55
train_05289.png,14bc077a175b504c26390ce611875a74956e3a94976c50c65d31fa1f5289d091,483,0,297.19
train_01717.png,14d7db0fdde2069325b03bb2d0583bb8d140a316d795c6726a071baccf161cf2,493,0,327.44
train_03046.png,14d7db0fdde2069325b03bb2d0583bb8d140a316d795c6726a071baccf161cf2,493,1,206.52
train_01734.png,151479f343cac8d43a168fd9ffc3c5b028c498f71fda90c5a3cb44ce90f40e31,497,0,335.53
train_03990.png,151479f343cac8d43a168fd9ffc3c5b028c498f71fda90c5a3cb44ce90f40e31,497,1,61.75
train_05897.png,1519f3ba56132848eec0e6de63bf99f97864a49ae1900a87ad89be0c8c6bf44e,498,1,11.07
train_05904.png,1519f3ba56132848eec0e6de63bf99f97864a49ae1900a87ad89be0c8c6bf44e,498,0,351.37
train_06598.png,1522bdb59f4c04ef54f98c8f37da4089bf08e6f6f113976748048ac1c082a983,500,1,327.87
train_07248.png,1522bdb59f4c04ef54f98c8f37da4089bf08e6f6f113976748048ac1c082a983,500,0,354.48
train_05859.png,15335a3b1fa97a0f4674bffa5fd0f5e67c18108eca027b4b684a6dd88f6738d5,502,0,250.57
train_07133.png,15335a3b1fa97a0f4674bffa5fd0f5e67c18108eca027b4b684a6dd88f6738d5,502,1,109.48
train_00474.png,153941c4d2a89d322bdaff38d2cc097aa575ccafc72ba11c6e601b965db39df4,505,0,328.69
train_02377.png,153941c4d2a89d322bdaff38d2cc097aa575ccafc72ba11c6e601b965db39df4,505,1,280.88
train_03805.png,153c5c5c94fbd22780b0db666f4d34b1286d751cba367ec374ff776ceaa7f2c5,506,0,310.84
train_07130.png,153c5c5c94fbd22780b0db666f4d34b1286d751cba367ec374ff776ceaa7f2c5,506,1,89.09
train_05327.png,159288761e69c14a5ab2ea85ab7136a2d87c3313c14b1910774bf781a22f155c,517,0,259.52
train_07085.png,159288761e69c14a5ab2ea85ab7136a2d87c3313c14b1910774bf781a22f155c,517,1,322.56
train_02237.png,15b099430e72262f139bce29b4c03300c5e7933a9eedfc06a7d68b8bcf49d161,521,0,280.63
train_05119.png,15b099430e72262f139bce29b4c03300c5e7933a9eedfc06a7d68b8bcf49d161,521,1,88.98
train_05534.png,15de4ce6df33882701b7414bd9147cd8f6d7b9aaac2bdd3a2aa0fb7d07d2c8da,525,0,327.31
train_06215.png,15de4ce6df33882701b7414bd9147cd8f6d7b9aaac2bdd3a2aa0fb7d07d2c8da,525,1,150.82
train_02196.png,15f7731da6e08ad86214e5bc65c1819038b4bde0733c8da99c1f4c8673d8a2c2,528,0,195.37
train_07239.png,15f7731da6e08ad86214e5bc65c1819038b4bde0733c8da99c1f4c8673d8a2c2,528,1,58.52
train_02402.png,16062bd7885a1ae2ae69925e439cced96b4b6a89ce523cd136cf027fd73c0f5d,529,1,259.97
train_05138.png,16062bd7885a1ae2ae69925e439cced96b4b6a89ce523cd136cf027fd73c0f5d,529,0,292.98
train_04901.png,16321997048c9801399178ca3e713d393ca56ab21c03553f4fb1b226bd9328ff,533,1,8.04
train_07389.png,16321997048c9801399178ca3e713d393ca56ab21c03553f4fb1b226bd9328ff,533,0,295.86
train_01370.png,1658d1f1e9bfda37219653c96c17ff0568810582d6d5ebc39d7d9fc4911ce99b,535,1,357.86
train_02190.png,1658d1f1e9bfda37219653c96c17ff0568810582d6d5ebc39d7d9fc4911ce99b,535,0,276.07
train_01113.png,16c676378d596076efc319e3b89b60df0bcb7bc539d30b1ac8f4fdd362fa7b35,544,1,241.75
train_04136.png,16c676378d596076efc319e3b89b60df0bcb7bc539d30b1ac8f4fdd362fa7b35,544,0,329.74
