image_id,split
train_00621.png,train
train_00622.png,train
train_00623.png,train
train_00624.png,train
train_00625.png,train
train_00626.png,train
train_00627.png,train
train_00628.png,train
train_00629.png,train
train_00630.png,train
train_00631.png,train
train_00632.png,val
train_00633.png,train
train_00634.png,train
train_00635.png,val
train_00636.png,val
train_00637.png,train
train_00638.png,train
train_00639.png,val
train_00640.png,train
train_00641.png,train
train_00642.png,train
train_00643.png,train
train_00644.png,train
train_00645.png,train
train_00646.png,train
train_00647.png,train
train_00648.png,train
train_00649.png,train
train_00650.png,train
train_00651.png,train
train_00652.png,train
train_00653.png,train
train_00654.png,train
train_00655.png,train
train_00656.png,train
train_00657.png,train
train_00658.png,val
train_00659.png,train
train_00660.png,train
train_00661.png,train
train_00662.png,train
train_00663.png,train
train_00664.png,train
train_00665.png,train
train_00666.png,train
train_00667.png,val
train_00668.png,train
train_00669.png,val
train_00670.png,train
train_00671.png,train
train_00672.png,val
train_00673.png,train
train_00674.png,train
train_00675.png,train
train_00676.png,val
train_00677.png,train
train_00678.png,train
train_00679.png,train
train_00680.png,train
train_00681.png,train
train_00682.png,train
train_00683.png,train
train_00684.png,train
train_00685.png,train
train_00686.png,train
train_00687.png,train
train_00688.png,train
train_00689.png,train
train_00690.png,train
train_00691.png,train
train_00692.png,val
train_00693.png,train
train_00694.png,val
train_00695.png,train
train_00696.png,train
train_00697.png,train
train_00698.png,train
train_00699.png,train
train_00700.png,train
train_00701.png,train
train_00702.png,train
train_00703.png,train
train_00704.png,val
train_00705.png,train
train_00706.png,val
train_00707.png,train
train_00708.png,train
train_00709.png,train
train_00710.png,train
train_00711.png,train
train_00712.png,train
train_00713.png,val
train_00714.png,val
train_00715.png,train
train_00716.png,val
train_00717.png,train
train_00718.png,train
train_00719.png,train
train_00720.png,train
train_00721.png,train
train_00722.png,train
train_00723.png,train
train_00724.png,train
train_00725.png,train
train_00726.png,val
train_00727.png,train
train_00728.png,val
train_00729.png,train
train_00730.png,train
train_00731.png,val
train_00732.png,train
train_00733.png,train
train_00734.png,train
train_00735.png,val
train_00736.png,train
train_00737.png,train
train_00738.png,train
train_00739.png,train
train_00740.png,train
train_00741.png,train
train_00742.png,train
train_00743.png,train
train_00744.png,train
train_00745.png,train
train_00746.png,train
train_00747.png,val
train_00748.png,train
train_00749.png,train
train_00750.png,val
train_00751.png,train
train_00752.png,train
train_00753.png,val
train_00754.png,train
train_00755.png,train
train_00756.png,train
train_00757.png,train
train_00758.png,train
train_00759.png,train
train_00760.png,train
train_00761.png,train
train_00762.png,val
train_00763.png,val
train_00764.png,train
train_00765.png,train
train_00766.png,train
train_00767.png,train
train_00768.png,train
train_00769.png,train
train_00770.png,train
train_00771.png,train
train_00772.png,train
train_00773.png,val
train_00774.png,train
train_00775.png,val
train_00776.png,train
train_00777.png,train
train_00778.png,train
train_00779.png,train
train_00780.png,train
train_00781.png,train
train_00782.png,train
train_00783.png,train
train_00784.png,val
train_00785.png,train
train_00786.png,train
train_00787.png,train
train_00788.png,train
train_00789.png,train
train_00790.png,train
train_00791.png,train
train_00792.png,val
train_00793.png,train
train_00794.png,train
train_00795.png,train
train_00796.png,val
train_00797.png,train
train_00798.png,train
train_00799.png,val
train_00800.png,train
train_00801.png,train
train_00802.png,train
train_00803.png,train
train_00804.png,train
train_00805.png,train
train_00806.png,train
train_00807.png,val
train_00808.png,train
train_00809.png,train
train_00810.png,train
train_00811.png,train
train_00812.png,train
train_00813.png,train
train_00814.png,val
train_00815.png,train
train_00816.png,train
train_00817.png,val
train_00818.png,train
train_00819.png,train
train_00820.png,val
train_00821.png,train
train_00822.png,val
train_00823.png,train
train_00824.png,train
train_00825.png,train
train_00826.png,train
train_00827.png,train
train_00828.png,train
train_00829.png,val
train_00830.png,train
train_00831.png,train
train_00832.png,train
train_00833.png,train
train_00834.png,train
train_00835.png,val
train_00836.png,train
train_00837.png,train
train_00838.png,train
train_00839.png,val
train_00840.png,train
train_00841.png,train
train_00842.png,train
train_00843.png,val
train_00844.png,val
train_00845.png,train
train_00846.png,val
train_00847.png,train
train_00848.png,train
train_00849.png,train
train_00850.png,train
train_00851.png,train
train_00852.png,train
train_00853.png,train
train_00854.png,train
train_00855.png,train
train_00856.png,train
train_00857.png,train
train_00858.png,train
train_00859.png,train
train_00860.png,train
train_00861.png,train
train_00862.png,val
train_00863.png,train
train_00864.png,train
train_00865.png,val
train_00866.png,val
train_00867.png,train
train_00868.png,train
train_00869.png,train
train_00870.png,train
train_00871.png,train
train_00872.png,train
train_00873.png,val
train_00874.png,train
train_00875.png,train
train_00876.png,train
train_00877.png,val
train_00878.png,train
train_00879.png,train
train_00880.png,train
train_00881.png,train
train_00882.png,train
train_00883.png,train
train_00884.png,train
train_00885.png,train
train_00886.png,train
train_00887.png,val
train_00888.png,train
train_00889.png,train
train_00890.png,train
train_00891.png,train
train_00892.png,train
train_00893.png,val
train_00894.png,train
train_00895.png,train
train_00896.png,val
train_00897.png,val
train_00898.png,train
train_00899.png,train
train_00900.png,val
train_00901.png,train
train_00902.png,train
train_00903.png,val
train_00904.png,train
train_00905.png,val
train_00906.png,val
train_00907.png,train
train_00908.png,train
train_00909.png,train
train_00910.png,train
train_00911.png,train
train_00912.png,train
train_00913.png,train
train_00914.png,train
train_00915.png,train
train_00916.png,train
train_00917.png,train
train_00918.png,train
train_00919.png,train
train_00920.png,train
train_00921.png,train
train_00922.png,train
train_00923.png,val
train_00924.png,val
train_00925.png,train
train_00926.png,train
train_00927.png,train
train_00928.png,train
train_00929.png,train
train_00930.png,train
train_00931.png,train
train_00932.png,train
train_00933.png,train
train_00934.png,train
train_00935.png,train
train_00936.png,train
train_00937.png,val
train_00938.png,train
train_00939.png,train
train_00940.png,val
train_00941.png,val
train_00942.png,train
train_00943.png,train
train_00944.png,train
train_00945.png,val
train_00946.png,train
train_00947.png,train
train_00948.png,val
train_00949.png,val
train_00950.png,train
train_00951.png,train
train_00952.png,train
train_00953.png,train
train_00954.png,train
train_00955.png,train
train_00956.png,val
train_00957.png,train
train_00958.png,train
train_00959.png,val
train_00960.png,train
train_00961.png,train
train_00962.png,train
train_00963.png,train
train_00964.png,train
train_00965.png,train
train_00966.png,val
train_00967.png,train
train_00968.png,train
train_00969.png,train
train_00970.png,val
train_00971.png,train
train_00972.png,train
train_00973.png,train
train_00974.png,train
train_00975.png,train
train_00976.png,val
train_00977.png,train
train_00978.png,val
train_00979.png,train
train_00980.png,train
train_00981.png,train
train_00982.png,train
train_00983.png,train
train_00984.png,train
train_00985.png,train
train_00986.png,train
train_00987.png,val
train_00988.png,train
train_00989.png,train
train_00990.png,val
train_00991.png,train
train_00992.png,train
train_00993.png,train
train_00994.png,train
train_00995.png,train
train_00996.png,train
train_00997.png,train
train_00998.png,train
train_00999.png,train
train_01000.png,train
train_01001.png,val
train_01002.png,train
train_01003.png,train
train_01004.png,train
train_01005.png,val
train_01006.png,train
train_01007.png,train
train_01008.png,train
train_01009.png,train
train_01010.png,train
train_01011.png,train
train_01012.png,train
train_01013.png,train
train_01014.png,train
train_01015.png,train
train_01016.png,val
train_01017.png,train
train_01018.png,train
train_01019.png,train
train_01020.png,train
train_01021.png,train
train_01022.png,train
train_01023.png,val
train_01024.png,train
train_01025.png,train
train_01026.png,val
train_01027.png,train
train_01028.png,train
train_01029.png,val
train_01030.png,val
train_01031.png,train
train_01032.png,train
train_01033.png,train
train_01034.png,train
train_01035.png,train
train_01036.png,train
train_01037.png,train
train_01038.png,train
train_01039.png,val
train_01040.png,train
train_01041.png,val
train_01042.png,train
train_01043.png,train
train_01044.png,train
train_01045.png,train
train_01046.png,val
train_01047.png,val
train_01048.png,val
train_01049.png,train
train_01050.png,train
train_01051.png,train
train_01052.png,train
train_01053.png,train
train_01054.png,train
train_01055.png,val
train_01056.png,train
train_01057.png,train
train_01058.png,val
train_01059.png,train
train_01060.png,train
train_01061.png,val
train_01062.png,train
train_01063.png,train
train_01064.png,train
train_01065.png,train
train_01066.png,val
train_01067.png,train
train_01068.png,train
train_01069.png,train
train_01070.png,train
train_01071.png,val
train_01072.png,train
train_01073.png,val
train_01074.png,train
train_01075.png,val
train_01076.png,train
train_01077.png,train
train_01078.png,train
train_01079.png,train
train_01080.png,val
train_01081.png,train
train_01082.png,train
train_01083.png,train
train_01084.png,train
train_01085.png,train
train_01086.png,train
train_01087.png,train
train_01088.png,train
train_01089.png,train
train_01090.png,val
train_01091.png,val
train_01092.png,train
train_01093.png,train
train_01094.png,val
train_01095.png,train
train_01096.png,train
train_01097.png,train
train_01098.png,val
train_01099.png,train
train_01100.png,val
train_01101.png,train
train_01102.png,train
train_01103.png,train
train_01104.png,train
train_01105.png,train
train_01106.png,train
train_01107.png,train
train_01108.png,train
train_01109.png,train
train_01110.png,train
train_01111.png,train
train_01112.png,train
train_01113.png,val
train_01114.png,train
train_01115.png,train
train_01116.png,train
train_01117.png,train
train_01118.png,train
train_01119.png,val
train_01120.png,train
train_01121.png,val
train_01122.png,train
train_01123.png,train
train_01124.png,train
train_01125.png,train
train_01126.png,val
train_01127.png,val
train_01128.png,val
train_01129.png,train
train_01130.png,train
train_01131.png,train
train_01132.png,val
train_01133.png,val
train_01134.png,val
train_01135.png,train
train_01136.png,val
train_01137.png,train
train_01138.png,train
train_01139.png,train
train_01140.png,train
train_01141.png,train
train_01142.png,train
train_01143.png,train
train_01144.png,train
train_01145.png,train
train_01146.png,train
train_01147.png,train
train_01148.png,train
train_01149.png,val
train_01150.png,train
train_01151.png,train
train_01152.png,train
train_01153.png,train
train_01154.png,val
train_01155.png,train
train_01156.png,train
train_01157.png,train
train_01158.png,val
train_01159.png,train
train_01160.png,train
train_01161.png,train
train_01162.png,val
train_01163.png,train
train_01164.png,train
train_01165.png,train
train_01166.png,train
train_01167.png,train
train_01168.png,train
train_01169.png,train
train_01170.png,train
train_01171.png,train
train_01172.png,val
train_01173.png,train
train_01174.png,val
train_01175.png,train
train_01176.png,train
train_01177.png,train
train_01178.png,train
train_01179.png,train
train_01180.png,train
train_01181.png,val
train_01182.png,train
train_01183.png,val
train_01184.png,train
train_01185.png,train
train_01186.png,train
train_01187.png,train
train_01188.png,train
train_01189.png,train
train_01190.png,train
train_01191.png,train
train_01192.png,train
train_01193.png,train
train_01194.png,val
train_01195.png,train
train_01196.png,val
train_01197.png,train
train_01198.png,train
train_01199.png,train
train_01200.png,val
train_01201.png,val
train_01202.png,train
train_01203.png,train
train_01204.png,train
train_01205.png,train
train_01206.png,train
train_01207.png,val
train_01208.png,train
train_01209.png,train
train_01210.png,train
train_01211.png,val
train_01212.png,train
train_01213.png,train
train_01214.png,train
train_01215.png,train
train_01216.png,train
train_01217.png,train
train_01218.png,train
train_01219.png,train
train_01220.png,train
train_01221.png,train
train_01222.png,val
train_01223.png,train
train_01224.png,train
train_01225.png,train
train_01226.png,train
train_01227.png,train
train_01228.png,val
train_01229.png,val
train_01230.png,val
train_01231.png,train
train_01232.png,val
train_01233.png,train
train_01234.png,train
train_01235.png,train
train_01236.png,train
train_01237.png,train
train_01238.png,train
train_01239.png,train
train_01240.png,train
train_01241.png,train
train_01242.png,train
train_01243.png,train
train_01244.png,train
train_01245.png,train
train_01246.png,train
train_01247.png,train
train_01248.png,train
train_01249.png,train
train_01250.png,train
train_01251.png,val
train_01252.png,train
train_01253.png,val
train_01254.png,train
train_01255.png,train
train_01256.png,val
train_01257.png,train
train_01258.png,train
train_01259.png,train
train_01260.png,train
train_01261.png,train
train_01262.png,train
train_01263.png,train
train_01264.png,train
train_01265.png,val
train_01266.png,val
train_01267.png,val
train_01268.png,train
train_01269.png,train
train_01270.png,train
train_01271.png,train
train_01272.png,train
train_01273.png,val
train_01274.png,train
train_01275.png,val
train_01276.png,train
train_01277.png,train
train_01278.png,train
train_01279.png,train
train_01280.png,train
train_01281.png,train
train_01282.png,val
train_01283.png,train
train_01284.png,train
train_01285.png,train
train_01286.png,train
train_01287.png,val
train_01288.png,train
train_01289.png,train
train_01290.png,train
train_01291.png,train
train_01292.png,val
train_01293.png,train
train_01294.png,train
train_01295.png,train
train_01296.png,val
train_01297.png,train
train_01298.png,train
train_01299.png,train
train_01300.png,train
train_01301.png,train
train_01302.png,val
train_01303.png,train
train_01304.png,train
train_01305.png,train
train_01306.png,train
train_01307.png,train
train_01308.png,train
train_01309.png,train
train_01310.png,train
train_01311.png,train
train_01312.png,train
train_01313.png,train
train_01314.png,train
train_01315.png,train
train_01316.png,train
train_01317.png,train
train_01318.png,train
train_01319.png,train
train_01320.png,val
train_01321.png,val
train_01322.png,train
train_01323.png,train
train_01324.png,val
train_01325.png,train
train_01326.png,train
train_01327.png,train
train_01328.png,train
train_01329.png,train
train_01330.png,train
train_01331.png,train
train_01332.png,train
train_01333.png,train
train_01334.png,train
train_01335.png,train
train_01336.png,train
train_01337.png,train
train_01338.png,train
train_01339.png,train
train_01340.png,train
train_01341.png,train
train_01342.png,train
train_01343.png,val
train_01344.png,train
train_01345.png,train
train_01346.png,train
train_01347.png,train
train_01348.png,train
train_01349.png,train
train_01350.png,train
train_01351.png,val
train_01352.png,train
train_01353.png,train
train_01354.png,train
train_01355.png,train
train_01356.png,train
train_01357.png,train
train_01358.png,train
train_01359.png,train
train_01360.png,train
train_01361.png,train
train_01362.png,train
train_01363.png,train
train_01364.png,train
train_01365.png,train
train_01366.png,train
train_01367.png,train
train_01368.png,val
train_01369.png,train
train_01370.png,train
train_01371.png,train
train_01372.png,train
train_01373.png,val
train_01374.png,train
train_01375.png,train
train_01376.png,train
train_01377.png,train
train_01378.png,train
train_01379.png,train
train_01380.png,train
train_01381.png,train
train_01382.png,train
train_01383.png,train
train_01384.png,train
train_01385.png,train
train_01386.png,train
train_01387.png,train
train_01388.png,val
train_01389.png,train
train_01390.png,train
train_01391.png,train
train_01392.png,train
train_01393.png,train
train_01394.png,train
train_01395.png,train
train_01396.png,train
train_01397.png,train
train_01398.png,train
train_01399.png,val
train_01400.png,train
train_01401.png,train
train_01402.png,train
train_01403.png,val
train_01404.png,val
train_01405.png,train
train_01406.png,val
train_01407.png,train
train_01408.png,train
train_01409.png,train
train_01410.png,train
train_01411.png,train
train_01412.png,train
train_01413.png,train
train_01414.png,train
train_01415.png,train
train_01416.png,train
train_01417.png,val
train_01418.png,val
train_01419.png,val
train_01420.png,train
train_01421.png,val
train_01422.png,val
train_01423.png,train
train_01424.png,train
train_01425.png,train
train_01426.png,train
train_01427.png,train
train_01428.png,train
train_01429.png,train
train_01430.png,train
train_01431.png,val
train_01432.png,train
train_01433.png,train
train_01434.png,train
train_01435.png,val
train_01436.png,train
train_01437.png,train
train_01438.png,train
train_01439.png,val
train_01440.png,train
train_01441.png,train
train_01442.png,train
train_01443.png,train
train_01444.png,val
train_01445.png,train
train_01446.png,train
train_01447.png,train
train_01448.png,train
train_01449.png,train
train_01450.png,val
train_01451.png,train
train_01452.png,train
train_01453.png,train
train_01454.png,val
train_01455.png,train
train_01456.png,train
train_01457.png,train
train_01458.png,train
train_01459.png,train
train_01460.png,train
train_01461.png,train
train_01462.png,train
train_01463.png,val
train_01464.png,train
train_01465.png,train
train_01466.png,train
train_01467.png,train
train_01468.png,val
train_01469.png,train
train_01470.png,val
train_01471.png,val
train_01472.png,train
train_01473.png,train
train_01474.png,train
train_01475.png,val
train_01476.png,train
train_01477.png,train
train_01478.png,train
train_01479.png,train
train_01480.png,train
train_01481.png,train
train_01482.png,val
train_01483.png,train
train_01484.png,train
train_01485.png,train
train_01486.png,val
train_01487.png,val
train_01488.png,train
train_01489.png,val
train_01490.png,train
train_01491.png,train
train_01492.png,train
train_01493.png,train
train_01494.png,train
train_01495.png,train
train_01496.png,train
train_01497.png,train
train_01498.png,train
train_01499.png,val
train_01500.png,train
train_01501.png,train
train_01502.png,train
train_01503.png,train
train_01504.png,val
train_01505.png,val
train_01506.png,val
train_01507.png,train
train_01508.png,train
train_01509.png,train
train_01510.png,train
train_01511.png,train
train_01512.png,train
train_01513.png,train
train_01514.png,train
train_01515.png,train
train_01516.png,train
train_01517.png,val
train_01518.png,train
train_01519.png,train
train_01520.png,train
train_01521.png,train
train_01522.png,train
train_01523.png,train
train_01524.png,train
train_01525.png,train
train_01526.png,train
train_01527.png,train
train_01528.png,train
train_01529.png,train
train_01530.png,val
train_01531.png,train
train_01532.png,train
train_01533.png,val
train_01534.png,train
train_01535.png,train
train_01536.png,train
train_01537.png,train
train_01538.png,train
train_01539.png,val
train_01540.png,train
train_01541.png,train
train_01542.png,val
train_01543.png,train
train_01544.png,train
train_01545.png,train
train_01546.png,train
train_01547.png,train
train_01548.png,train
train_01549.png,train
train_01550.png,train
train_01551.png,train
train_01552.png,train
train_01553.png,train
train_01554.png,train
